       Stat Kenn   Abfluss     Sohle     h_WSP       hen      h_BV    Boe_li    Boe_re     v_m  tau_fl      Q_li      Q_fl      Q_re lamb_li lamb_fl lamb_re      f_li      f_fl      f_re     br_li     br_fl     br_re    WehrOK  BrueckOK  BrueckUK   BrueckB    RohrDN   AlphaIW   AlphaEW    I_Reib
         km    -     m^3/s       mNN       mNN       mNN       mNN       mNN       mNN     m/s   N/m^2     m^3/s     m^3/s     m^3/s       -       -       -       m^2       m^2         m         m         m         m       mNN       mNN       mNN         m         m         -         -         -
    21.6850    n    11.500     7.968     8.799     9.136     8.292     9.469     8.292   2.571   64.79     0.000    11.455     0.046  0.0000  0.0773  0.0985     0.000     4.423     0.051     0.000     6.485     0.199  -999.999  -999.999  -999.999  -999.999  -999.999   1.00499   1.01172   0.00050
    21.6870    n    11.500     8.064     9.702     9.722     9.379     9.497     9.379   0.621    5.47     0.627     9.154     1.718  0.0734  0.0582  0.0930     2.324    10.559     5.626    16.474     7.091    25.298  -999.999  -999.999  -999.999  -999.999  -999.999   1.25205   1.71333   0.00050
    21.7780    n    11.500     7.647     9.847     9.867     9.264     9.264     9.737   0.624    5.56     2.725     8.175     0.600  0.0640  0.0577  0.0737     7.106     9.314     2.010    28.908     4.937    11.375  -999.999  -999.999  -999.999  -999.999  -999.999   1.26525   1.77376   0.00050
    20.9600    n    11.750     7.557     9.377     9.420     9.409     9.409     9.558   0.916    5.55     0.153    11.450     0.147  0.1109  0.0477  0.1074     0.530    11.876     0.415     1.840     8.280     1.444  -999.999  -999.999  -999.999  -999.999  -999.999   1.03810   1.08956   0.00050
    20.9700    n    11.750     7.676     9.312     9.357     9.556     9.556     9.677   0.937    5.43     0.000    11.750     0.000  0.0000  0.0494  0.0000     0.000    12.534     0.005     0.000     9.021     0.008  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    11.750     7.451     8.480     8.834     9.152     9.152     9.473   2.636   53.68     0.000    11.752     0.000  0.0000  0.0618  0.0000     0.000     4.457     0.001     0.000     6.290     0.033  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    11.750     7.750     9.285     9.286     8.740     8.740     9.277   0.139    0.22     0.347     1.043    10.360  0.1066  0.1577  0.0904     5.777     9.827    68.837    24.787     6.779   141.175  -999.999  -999.999  -999.999  -999.999  -999.999   1.03020   1.08487   0.00050
    21.2570    n    11.750     7.731     9.332     9.333     9.007     9.007     9.326   0.159    0.57     0.765     2.295     8.656  0.1073  0.0594  0.0841     9.455     8.316    56.150    59.217     5.471   123.977  -999.999  -999.999  -999.999  -999.999  -999.999   1.15737   1.55109   0.00050
    21.4450    n    11.750     8.038     9.348     9.354     9.013     9.013     9.187   0.355    2.32     4.738     3.066     3.946  0.1151  0.1058  0.0690    20.841     7.321     4.900    72.599     5.778    61.706  -999.999  -999.999  -999.999  -999.999  -999.999   1.21282   1.72881   0.00050
    21.4500    n    11.750     8.010     9.616     9.665     9.126     9.126     9.126   0.981    5.80     0.000    11.750     0.000  0.0000  0.0482  0.0000     0.000    11.976     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n    11.750     7.995     9.232     9.237     9.161     9.161     9.184   0.312    3.20     2.395     5.220     4.150  0.1055  0.0535  0.1066    11.130     7.550    18.933    64.518     6.415   106.108  -999.999  -999.999  -999.999  -999.999  -999.999   1.44504   2.75712   0.00050
    21.5530    n    11.750     8.004     8.762     9.099     9.305     9.305     9.475   2.572   51.54     0.013    11.719     0.033  0.0985  0.0609  0.1020     0.026     4.503     0.039     0.152     6.556     0.204  -999.999  -999.999  -999.999  -999.999  -999.999   1.00662   1.01518   0.00050
    21.6800    n    11.750     8.056     9.658     9.682     9.446     9.460     9.446   0.681    5.36     0.415     8.093     3.242  0.1037  0.0715  0.0965     1.434    10.451     5.359     6.359     7.032    21.354  -999.999  -999.999  -999.999  -999.999  -999.999   1.17485   1.48890   0.00050
    21.6850    n    11.750     7.968     9.759     9.779     8.292     9.469     8.292   0.623    5.61     0.629     9.403     1.719  0.0766  0.0575  0.0935     2.848    10.649     5.350    29.600     6.492    20.725  -999.999  -999.999  -999.999  -999.999  -999.999   1.26080   1.74137   0.00050
    21.6870    n    11.750     8.064     9.712     9.732     9.379     9.497     9.379   0.619    5.49     0.679     9.243     1.828  0.0748  0.0581  0.0925     2.486    10.627     5.872    16.930     7.091    25.352  -999.999  -999.999  -999.999  -999.999  -999.999   1.25572   1.72922   0.00050
    21.7780    n    11.750     7.647     9.858     9.878     9.264     9.264     9.737   0.621    5.58     2.864     8.241     0.645  0.0658  0.0577  0.0752     7.429     9.368     2.138    29.102     4.937    11.645  -999.999  -999.999  -999.999  -999.999  -999.999   1.27030   1.79425   0.00050
    20.9600    n    12.000     7.557     9.396     9.439     9.409     9.409     9.558   0.920    5.60     0.166    11.676     0.159  0.1119  0.0476  0.1077     0.566    12.036     0.444     1.907     8.280     1.499  -999.999  -999.999  -999.999  -999.999  -999.999   1.03989   1.09397   0.00050
    20.9700    n    12.000     7.676     9.332     9.377     9.556     9.556     9.677   0.944    5.49     0.000    12.000     0.000  0.0000  0.0492  0.0000     0.000    12.708     0.005     0.000     9.021     0.008  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    12.000     7.451     8.491     8.849     9.152     9.152     9.473   2.653   54.13     0.000    12.002     0.000  0.0000  0.0615  0.0000     0.000     4.522     0.001     0.000     6.299     0.043  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    12.000     7.750     9.285     9.286     8.740     8.740     9.277   0.142    0.23     0.354     1.066    10.580  0.1066  0.1577  0.0904     5.770     9.826    68.797    24.785     6.779   141.169  -999.999  -999.999  -999.999  -999.999  -999.999   1.03021   1.08491   0.00050
    21.2570    n    12.000     7.731     9.330     9.332     9.007     9.007     9.326   0.163    0.60     0.780     2.365     8.900  0.1071  0.0596  0.0841     9.357     8.307    55.945    59.209     5.471   123.906  -999.999  -999.999  -999.999  -999.999  -999.999   1.15715   1.54994   0.00050
    21.4450    n    12.000     8.038     9.352     9.358     9.013     9.013     9.187   0.357    2.33     4.829     3.063     4.108  0.1155  0.1072  0.0699    21.113     7.343     5.133    72.664     5.778    63.012  -999.999  -999.999  -999.999  -999.999  -999.999   1.20844   1.71352   0.00050
    21.4500    n    12.000     8.010     9.637     9.686     9.126     9.126     9.126   0.988    5.86     0.000    12.000     0.000  0.0000  0.0480  0.0000     0.000    12.146     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n    12.000     7.995     9.235     9.240     9.161     9.161     9.184   0.315    3.25     2.465     5.276     4.273  0.1058  0.0535  0.1069    11.315     7.568    19.238    64.714     6.415   106.129  -999.999  -999.999  -999.999  -999.999  -999.999   1.44089   2.74361   0.00050
    21.5530    n    12.000     8.004     9.482     9.483     9.305     9.305     9.475   0.118    0.18     0.278     0.621    11.101  0.1090  0.3093  0.1191     5.436     9.229    86.747    25.378     6.556   167.656  -999.999  -999.999  -999.999  -999.999  -999.999   1.03138   1.09064   0.00050
    21.6800    n    12.000     8.056     9.670     9.694     9.446     9.460     9.446   0.680    5.39     0.443     8.180     3.377  0.1044  0.0715  0.0967     1.510    10.534     5.613     6.478     7.032    21.407  -999.999  -999.999  -999.999  -999.999  -999.999   1.17510   1.49252   0.00050
    21.6850    n    12.000     7.968     9.768     9.787     8.292     9.469     8.292   0.620    5.63     0.704     9.477     1.819  0.0793  0.0575  0.0921     3.111    10.707     5.534    29.712     6.492    20.776  -999.999  -999.999  -999.999  -999.999  -999.999   1.26388   1.75608   0.00050
    21.6870    n    12.000     8.064     9.721     9.741     9.379     9.497     9.379   0.617    5.51     0.731     9.330     1.939  0.0759  0.0580  0.0924     2.647    10.694     6.110    17.371     7.091    25.404  -999.999  -999.999  -999.999  -999.999  -999.999   1.25794   1.74069   0.00050
    21.7780    n    12.000     7.647     9.869     9.888     9.264     9.264     9.737   0.618    5.60     3.004     8.307     0.690  0.0673  0.0576  0.0765     7.745     9.422     2.266    29.291     4.937    11.908  -999.999  -999.999  -999.999  -999.999  -999.999   1.27458   1.81247   0.00050
    20.9600    n    12.250     7.557     9.415     9.459     9.409     9.409     9.558   0.923    5.65     0.179    11.899     0.171  0.1130  0.0475  0.1081     0.605    12.195     0.473     2.479     8.280     1.553  -999.999  -999.999  -999.999  -999.999  -999.999   1.04160   1.09823   0.00050
    20.9700    n    12.250     7.676     9.351     9.397     9.556     9.556     9.677   0.951    5.54     0.000    12.250     0.000  0.0000  0.0490  0.0000     0.000    12.882     0.005     0.000     9.021     0.008  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    12.250     7.451     8.501     8.864     9.152     9.152     9.473   2.670   54.57     0.000    12.252     0.000  0.0000  0.0612  0.0000     0.000     4.587     0.001     0.000     6.309     0.054  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    12.250     7.750     8.527     8.873     8.740     8.740     9.277   2.604   52.27     0.000    12.242     0.011  0.0000  0.0614  0.1010     0.000     4.690     0.015     0.012     6.779     0.129  -999.999  -999.999  -999.999  -999.999  -999.999   1.00169   1.00385   0.00050
    21.2570    n    12.250     7.731     9.330     9.332     9.007     9.007     9.326   0.167    0.63     0.795     2.416     9.086  0.1070  0.0596  0.0841     9.340     8.305    55.909    59.207     5.471   123.893  -999.999  -999.999  -999.999  -999.999  -999.999   1.15720   1.55016   0.00050
    21.4450    n    12.250     8.038     9.352     9.359     9.013     9.013     9.187   0.364    2.42     4.928     3.116     4.206  0.1155  0.1074  0.0700    21.158     7.347     5.172    72.675     5.778    63.225  -999.999  -999.999  -999.999  -999.999  -999.999   1.20775   1.71112   0.00050
    21.4500    n    12.250     8.010     9.657     9.708     9.126     9.126     9.126   0.995    5.91     0.000    12.250     0.000  0.0000  0.0478  0.0000     0.000    12.316     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n    12.250     7.995     9.236     9.241     9.161     9.161     9.184   0.319    3.35     2.526     5.363     4.374  0.1059  0.0535  0.1071    11.396     7.576    19.371    64.800     6.415   106.138  -999.999  -999.999  -999.999  -999.999  -999.999   1.43960   2.74039   0.00050
    21.5530    n    12.250     8.004     9.484     9.484     9.305     9.305     9.475   0.121    0.18     0.285     0.633    11.332  0.1091  0.3095  0.1192     5.465     9.236    86.940    25.404     6.556   167.670  -999.999  -999.999  -999.999  -999.999  -999.999   1.03132   1.09048   0.00050
    21.6800    n    12.250     8.056     9.682     9.705     9.446     9.460     9.446   0.678    5.41     0.472     8.265     3.514  0.1050  0.0715  0.0968     1.586    10.616     5.863     6.596     7.032    21.459  -999.999  -999.999  -999.999  -999.999  -999.999   1.17511   1.49532   0.00050
    21.6850    n    12.250     7.968     9.776     9.796     8.292     9.469     8.292   0.617    5.65     0.782     9.549     1.919  0.0815  0.0574  0.0909     3.369    10.763     5.714    29.821     6.492    20.825  -999.999  -999.999  -999.999  -999.999  -999.999   1.26613   1.76815   0.00050
    21.6870    n    12.250     8.064     9.731     9.750     9.379     9.497     9.379   0.615    5.54     0.785     9.414     2.051  0.0769  0.0579  0.0922     2.809    10.759     6.344    17.802     7.091    25.456  -999.999  -999.999  -999.999  -999.999  -999.999   1.25970   1.75060   0.00050
    21.7780    n    12.250     7.647     9.879     9.899     9.264     9.264     9.737   0.615    5.61     3.144     8.370     0.736  0.0688  0.0575  0.0776     8.056     9.474     2.393    29.475     4.937    12.164  -999.999  -999.999  -999.999  -999.999  -999.999   1.27823   1.82869   0.00050
    20.9600    n    12.500     7.557     9.434     9.478     9.409     9.409     9.558   0.925    5.70     0.196    12.119     0.184  0.0679  0.0474  0.1084     0.666    12.351     0.503     4.006     8.280     1.607  -999.999  -999.999  -999.999  -999.999  -999.999   1.04484   1.10588   0.00050
    20.9700    n    12.500     7.676     9.370     9.417     9.556     9.556     9.677   0.957    5.60     0.000    12.500     0.000  0.0000  0.0488  0.0000     0.000    13.054     0.005     0.000     9.021     0.008  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    12.500     7.451     8.511     8.879     9.152     9.152     9.473   2.686   55.01     0.000    12.502     0.000  0.0000  0.0609  0.0000     0.000     4.651     0.002     0.000     6.319     0.064  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    12.500     7.750     9.287     9.288     8.740     8.740     9.277   0.148    0.25     0.372     1.107    11.021  0.1069  0.1579  0.0904     5.819     9.839    69.078    24.800     6.779   141.212  -999.999  -999.999  -999.999  -999.999  -999.999   1.03007   1.08450   0.00050
    21.2570    n    12.500     7.731     9.336     9.337     9.007     9.007     9.326   0.168    0.63     0.835     2.435     9.273  0.1079  0.0595  0.0839     9.666     8.335    56.591    59.235     5.471   124.131  -999.999  -999.999  -999.999  -999.999  -999.999   1.15592   1.54524   0.00050
    21.4450    n    12.500     8.038     9.350     9.357     9.013     9.013     9.187   0.374    2.56     5.034     3.217     4.250  0.1153  0.1067  0.0696    21.012     7.335     5.046    72.640     5.778    62.526  -999.999  -999.999  -999.999  -999.999  -999.999   1.21005   1.71914   0.00050
    21.4500    n    12.500     8.010     9.678     9.729     9.126     9.126     9.126   1.001    5.97     0.000    12.500     0.000  0.0000  0.0476  0.0000     0.000    12.484     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n    12.500     7.995     9.235     9.241     9.161     9.161     9.184   0.327    3.49     2.572     5.475     4.453  0.1059  0.0535  0.1070    11.371     7.574    19.329    64.773     6.415   106.136  -999.999  -999.999  -999.999  -999.999  -999.999   1.44018   2.74229   0.00050
    21.5530    n    12.500     8.004     8.790     9.141     9.305     9.305     9.475   2.622   52.82     0.015    12.461     0.039  0.0985  0.0599  0.1022     0.031     4.691     0.045     0.168     6.556     0.219  -999.999  -999.999  -999.999  -999.999  -999.999   1.00716   1.01643   0.00050
    21.6800    n    12.500     8.056     9.693     9.710     9.446     9.460     9.446   0.582    4.87     1.152     7.895     3.453  0.1038  0.0715  0.0967     4.692    10.696     6.107    26.177     7.032    21.509  -999.999  -999.999  -999.999  -999.999  -999.999   1.24057   1.71431   0.00050
    21.6850    n    12.500     7.968     9.785     9.804     8.292     9.469     8.292   0.615    5.66     0.860     9.620     2.019  0.0832  0.0573  0.0897     3.622    10.818     5.891    29.927     6.492    20.874  -999.999  -999.999  -999.999  -999.999  -999.999   1.26768   1.77795   0.00050
    21.6870    n    12.500     8.064     9.739     9.758     9.379     9.497     9.379   0.610    5.56     0.849     9.493     2.158  0.0592  0.0578  0.0920     3.105    10.819     6.561    27.269     7.091    25.503  -999.999  -999.999  -999.999  -999.999  -999.999   1.26738   1.77779   0.00050
    21.7780    n    12.500     7.647     9.890     9.909     9.264     9.264     9.737   0.613    5.63     3.285     8.433     0.783  0.0700  0.0575  0.0785     8.361     9.525     2.520    29.655     4.937    12.415  -999.999  -999.999  -999.999  -999.999  -999.999   1.28131   1.84314   0.00050
    20.9600    n    12.750     7.557     9.453     9.497     9.409     9.409     9.558   0.924    5.75     0.218    12.335     0.198  0.0601  0.0473  0.1088     0.757    12.508     0.534     5.551     8.280     1.661  -999.999  -999.999  -999.999  -999.999  -999.999   1.04960   1.11699   0.00050
    20.9700    n    12.750     7.676     9.389     9.436     9.556     9.556     9.677   0.964    5.65     0.000    12.750     0.000  0.0000  0.0487  0.0000     0.000    13.225     0.005     0.000     9.022     0.008  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    12.750     7.451     8.521     8.893     9.152     9.152     9.473   2.702   55.43     0.000    12.751     0.000  0.0000  0.0606  0.0000     0.000     4.715     0.003     0.000     6.328     0.074  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    12.750     7.750     9.284     9.286     8.740     8.740     9.277   0.151    0.26     0.376     1.133    11.241  0.1065  0.1577  0.0904     5.764     9.824    68.761    24.783     6.779   141.163  -999.999  -999.999  -999.999  -999.999  -999.999   1.03022   1.08496   0.00050
    21.2570    n    12.750     7.731     8.618     8.994     9.007     9.007     9.326   2.715   57.40     0.000    12.415     0.367  0.0000  0.0579  0.1104     0.001     4.410     0.285     0.019     5.471     0.852  -999.999  -999.999  -999.999  -999.999  -999.999   1.02130   1.05245   0.00050
    21.4450    n    12.750     8.038     9.352     9.359     9.013     9.013     9.187   0.379    2.63     5.130     3.253     4.367  0.1155  0.1072  0.0699    21.119     7.343     5.138    72.666     5.778    63.040  -999.999  -999.999  -999.999  -999.999  -999.999   1.20837   1.71330   0.00050
    21.4500    n    12.750     8.010     9.698     9.750     9.126     9.126     9.126   1.008    6.03     0.000    12.750     0.000  0.0000  0.0475  0.0000     0.000    12.651     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n    12.750     7.995     9.236     9.242     9.161     9.161     9.184   0.332    3.61     2.628     5.572     4.551  0.1060  0.0535  0.1071    11.412     7.578    19.397    64.817     6.415   106.140  -999.999  -999.999  -999.999  -999.999  -999.999   1.43927   2.73934   0.00050
    21.5530    n    12.750     8.004     8.800     9.155     9.305     9.305     9.475   2.639   53.19     0.022    12.702     0.041  0.0959  0.0596  0.1022     0.033     4.752     0.047     0.173     6.556     0.224  -999.999  -999.999  -999.999  -999.999  -999.999   1.00878   1.02006   0.00050
    21.6800    n    12.750     8.056     9.699     9.716     9.446     9.460     9.446   0.585    4.95     1.210     7.992     3.548  0.1047  0.0715  0.0964     4.841    10.736     6.230    26.250     7.032    21.535  -999.999  -999.999  -999.999  -999.999  -999.999   1.24007   1.71524   0.00050
    21.6850    n    12.750     7.968     9.793     9.812     8.292     9.469     8.292   0.613    5.68     0.941     9.690     2.119  0.0846  0.0572  0.0887     3.870    10.871     6.063    30.031     6.492    20.921  -999.999  -999.999  -999.999  -999.999  -999.999   1.26865   1.78576   0.00050
    21.6870    n    12.750     8.064     9.748     9.766     9.379     9.497     9.379   0.607    5.58     0.915     9.570     2.265  0.0620  0.0577  0.0918     3.334    10.879     6.775    27.424     7.091    25.550  -999.999  -999.999  -999.999  -999.999  -999.999   1.27109   1.79363   0.00050
    21.7780    n    12.750     7.647     9.900     9.919     9.264     9.264     9.737   0.611    5.64     3.426     8.494     0.831  0.0712  0.0574  0.0794     8.662     9.575     2.647    29.831     4.937    12.661  -999.999  -999.999  -999.999  -999.999  -999.999   1.28391   1.85602   0.00050
    20.9600    n    13.000     7.557     9.471     9.476     9.409     9.409     9.558   0.335    2.18     5.189     7.682     0.126  0.1016  0.0472  0.1091    25.561    12.652     0.563    89.499     8.280     1.710  -999.999  -999.999  -999.999  -999.999  -999.999   1.39061   2.34399   0.00050
    20.9700    n    13.000     7.676     9.408     9.456     9.556     9.556     9.677   0.970    5.71     0.000    13.000     0.000  0.0000  0.0485  0.0000     0.000    13.396     0.006     0.042     9.022     0.036  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    13.000     7.451     8.531     8.908     9.152     9.152     9.473   2.718   55.87     0.000    13.001     0.000  0.0000  0.0604  0.0000     0.000     4.779     0.004     0.010     6.333     0.085  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    13.000     7.750     9.278     9.279     8.740     8.740     9.277   0.156    0.28     0.375     1.166    11.459  0.1055  0.1570  0.0902     5.601     9.779    67.834    24.733     6.779   141.019  -999.999  -999.999  -999.999  -999.999  -999.999   1.03069   1.08637   0.00050
    21.2570    n    13.000     7.731     9.329     9.331     9.007     9.007     9.326   0.177    0.71     0.835     2.557     9.591  0.1069  0.0595  0.0842     9.291     8.300    55.806    59.203     5.471   123.857  -999.999  -999.999  -999.999  -999.999  -999.999   1.15781   1.55269   0.00050
    21.4450    n    13.000     8.038     9.353     9.361     9.013     9.013     9.187   0.384    2.69     5.226     3.285     4.488  0.1157  0.1078  0.0703    21.240     7.353     5.243    72.695     5.778    63.618  -999.999  -999.999  -999.999  -999.999  -999.999   1.20649   1.70674   0.00050
    21.4500    n    13.000     8.010     9.718     9.771     9.126     9.126     9.126   1.014    6.08     0.000    13.000     0.000  0.0000  0.0473  0.0000     0.000    12.818     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n    13.000     7.995     9.236     9.242     9.161     9.161     9.184   0.339    3.76     2.679     5.681     4.640  0.1060  0.0535  0.1071    11.411     7.578    19.395    64.816     6.415   106.140  -999.999  -999.999  -999.999  -999.999  -999.999   1.43932   2.73951   0.00050
    21.5530    n    13.000     8.004     8.809     9.168     9.305     9.305     9.475   2.656   53.64     0.023    12.949     0.043  0.0961  0.0593  0.1023     0.034     4.812     0.049     0.178     6.556     0.229  -999.999  -999.999  -999.999  -999.999  -999.999   1.00905   1.02069   0.00050
    21.6800    n    13.000     8.056     9.699     9.717     9.446     9.460     9.446   0.597    5.16     1.231     8.154     3.616  0.1046  0.0715  0.0964     4.830    10.733     6.221    26.245     7.032    21.533  -999.999  -999.999  -999.999  -999.999  -999.999   1.24011   1.71520   0.00050
    21.6850    n    13.000     7.968     9.801     9.820     8.292     9.469     8.292   0.611    5.70     1.022     9.759     2.219  0.0858  0.0571  0.0876     4.113    10.924     6.233    30.132     6.492    20.967  -999.999  -999.999  -999.999  -999.999  -999.999   1.26914   1.79190   0.00050
    21.6870    n    13.000     8.064     9.756     9.774     9.379     9.497     9.379   0.605    5.60     0.983     9.646     2.371  0.0650  0.0576  0.0916     3.559    10.937     6.984    27.575     7.091    25.596  -999.999  -999.999  -999.999  -999.999  -999.999   1.27372   1.80623   0.00050
    21.7780    n    13.000     7.647     9.910     9.929     9.264     9.264     9.737   0.609    5.66     3.567     8.554     0.879  0.0722  0.0573  0.0801     8.959     9.624     2.774    30.004     4.937    12.901  -999.999  -999.999  -999.999  -999.999  -999.999   1.28610   1.86749   0.00050
    20.9600    n    13.250     7.557     9.478     9.484     9.409     9.409     9.558   0.335    2.19     5.379     7.742     0.129  0.1021  0.0472  0.1092    26.239    12.715     0.576    89.561     8.280     1.731  -999.999  -999.999  -999.999  -999.999  -999.999   1.38892   2.34304   0.00050
    20.9700    n    13.250     7.676     9.427     9.475     9.556     9.556     9.677   0.976    5.76     0.000    13.250     0.000  0.0000  0.0483  0.0000     0.002    13.565     0.007     0.086     9.022     0.065  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    13.250     7.451     8.541     8.922     9.152     9.152     9.473   2.735   56.34     0.000    13.251     0.000  0.0000  0.0601  0.0000     0.000     4.840     0.004     0.030     6.333     0.094  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    13.250     7.750     9.277     9.279     8.740     8.740     9.277   0.159    0.29     0.381     1.191    11.693  0.1054  0.1569  0.0902     5.585     9.775    67.745    24.728     6.779   141.005  -999.999  -999.999  -999.999  -999.999  -999.999   1.03076   1.08656   0.00050
    21.2570    n    13.250     7.731     8.639     9.023     9.007     9.007     9.326   2.746   58.40     0.000    12.889     0.395  0.0000  0.0575  0.1107     0.001     4.522     0.302     0.026     5.471     0.877  -999.999  -999.999  -999.999  -999.999  -999.999   1.02197   1.05415   0.00050
    21.4450    n    13.250     8.038     9.353     9.361     9.013     9.013     9.187   0.392    2.80     5.327     3.352     4.570  0.1157  0.1078  0.0703    21.226     7.352     5.231    72.692     5.778    63.552  -999.999  -999.999  -999.999  -999.999  -999.999   1.20670   1.70746   0.00050
    21.4500    n    13.250     8.010     9.739     9.792     9.126     9.126     9.126   1.021    6.14     0.000    13.250     0.000  0.0000  0.0471  0.0000     0.000    12.984     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n    13.250     7.995     9.227     9.234     9.161     9.161     9.184   0.360    4.23     2.665     5.960     4.621  0.1052  0.0540  0.1061    10.846     7.522    18.465    64.216     6.415   106.076  -999.999  -999.999  -999.999  -999.999  -999.999   1.44838   2.76352   0.00050
    21.5530    n    13.250     8.004     8.818     9.182     9.305     9.305     9.475   2.672   54.05     0.024    13.195     0.045  0.0962  0.0590  0.1024     0.036     4.872     0.051     0.183     6.556     0.234  -999.999  -999.999  -999.999  -999.999  -999.999   1.00933   1.02134   0.00050
    21.6800    n    13.250     8.056     9.694     9.714     9.446     9.460     9.446   0.615    5.45     1.228     8.356     3.666  0.1040  0.0715  0.0966     4.721    10.704     6.132    26.192     7.032    21.515  -999.999  -999.999  -999.999  -999.999  -999.999   1.24049   1.71456   0.00050
    21.6850    n    13.250     7.968     9.809     9.828     8.292     9.469     8.292   0.610    5.72     1.105     9.826     2.320  0.0868  0.0571  0.0867     4.354    10.976     6.400    30.232     6.492    21.012  -999.999  -999.999  -999.999  -999.999  -999.999   1.26923   1.79657   0.00050
    21.6870    n    13.250     8.064     9.764     9.782     9.379     9.497     9.379   0.603    5.62     1.053     9.720     2.477  0.0676  0.0575  0.0914     3.781    10.994     7.189    27.724     7.091    25.641  -999.999  -999.999  -999.999  -999.999  -999.999   1.27577   1.81701   0.00050
    21.7780    n    13.250     7.647     9.919     9.938     9.264     9.264     9.737   0.607    5.67     3.709     8.613     0.928  0.0731  0.0573  0.0808     9.252     9.672     2.901    30.173     4.937    13.138  -999.999  -999.999  -999.999  -999.999  -999.999   1.28791   1.87771   0.00050
    20.9600    n    13.500     7.557     9.478     9.484     9.409     9.409     9.558   0.342    2.27     5.477     7.888     0.135  0.1021  0.0472  0.1092    26.213    12.712     0.576    89.558     8.280     1.730  -999.999  -999.999  -999.999  -999.999  -999.999   1.38856   2.34126   0.00050
    20.9700    n    13.500     7.676     9.445     9.494     9.556     9.556     9.677   0.982    5.81     0.000    13.500     0.000  0.0000  0.0481  0.0000     0.004    13.734     0.008     0.130     9.022     0.093  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    13.500     7.451     8.550     8.936     9.152     9.152     9.473   2.752   56.81     0.000    13.501     0.000  0.0000  0.0599  0.0000     0.001     4.900     0.005     0.049     6.333     0.104  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.1140    n    13.500     7.750     9.279     9.280     8.740     8.740     9.277   0.162    0.30     0.390     1.209    11.901  0.1057  0.1570  0.0902     5.621     9.785    67.946    24.739     6.779   141.036  -999.999  -999.999  -999.999  -999.999  -999.999   1.03065   1.08624   0.00050
    21.2570    n    13.500     7.731     8.649     9.037     9.007     9.007     9.326   2.761   58.91     0.000    13.126     0.409  0.0000  0.0573  0.1108     0.001     4.577     0.311     0.029     5.471     0.890  -999.999  -999.999  -999.999  -999.999  -999.999   1.02234   1.05509   0.00050
    21.4450    n    13.500     8.038     9.346     9.354     9.013     9.013     9.187   0.412    3.13     5.449     3.567     4.485  0.1148  0.1050  0.0684    20.680     7.309     4.763    72.559     5.778    60.931  -999.999  -999.999  -999.999  -999.999  -999.999   1.21530   1.73745   0.00050
    21.4500    n    13.500     8.010     9.759     9.812     9.126     9.126     9.126   1.027    6.19     0.000    13.500     0.000  0.0000  0.0470  0.0000     0.000    13.149     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
