FLUSS_KM	RW	HW	HOEHE
48.5	3931665.339	778763.388	366.339
48.5	3931663.576	778764.257	366.37
48.5	3931659.785	778766.125	366.445
48.5	3931659.058	778766.483	366.46
48.5	3931654.863	778768.55	366.548
48.5	3931652.768	778769.582	366.591
48.5	3931647.681	778772.089	366.655
48.5	3931646.466	778772.688	366.665
48.5	3931645.966	778772.934	366.67
48.5	3931644.724	778773.546	366.692
48.5	3931640.151	778775.799	366.774
48.5	3931637.023	778777.341	366.807
48.5	3931633.849	778778.905	366.777
48.5	3931629.577	778781.01	366.735
48.5	3931628.117	778781.73	366.723
48.5	3931627.571	778781.999	366.722
48.5	3931626.381	778782.585	366.727
48.5	3931621.344	778785.067	366.785
48.5	3931619.039	778786.203	366.811
48.5	3931615.117	778788.135	366.8
48.5	3931612.791	778789.282	366.882
48.5	3931609.948	778790.682	366.981
48.5	3931608.902	778791.198	367.031
48.5	3931606.663	778792.302	367.138
48.5	3931602.675	778794.266	367.305
48.5	3931600.818	778795.181	367.336
48.5	3931596.437	778797.34	367.448
48.5	3931595.731	778797.688	367.466
48.5	3931591.605	778799.721	367.496
48.5	3931590.188	778800.42	367.52
48.5	3931586.791	778802.094	367.557
48.5	3931583.158	778803.884	367.597
48.5	3931581.53	778804.686	367.615
48.5	3931577.229	778806.805	367.661
48.5	3931576.198	778807.313	367.672
48.5	3931571.381	778809.687	367.772
48.5	3931569.291	778810.717	367.842
48.5	3931564.853	778812.904	367.989
48.5	3931562.43	778814.098	368.055
48.5	3931561.302	778814.653	368.073
48.5	3931558.153	778816.205	368.122
48.5	3931555.77	778817.38	368.162
48.5	3931551.598	778819.436	368.232
48.5	3931549.175	778820.629	368.255
48.5	3931543.748	778823.303	368.176
48.5	3931542.436	778823.95	368.157
48.5	3931541.835	778824.246	368.148
48.5	3931540.244	778825.03	368.125
48.5	3931535.743	778827.248	368.06
48.5	3931532.176	778829.006	368.006
48.5	3931529.303	778830.421	367.965
48.5	3931523.4	778833.33	367.882
48.5	3931522.902	778833.576	367.875
48.5	3931522.737	778833.657	367.872
48.5	3931521.919	778834.06	367.86
48.5	3931520.457	778834.78	367.835
48.5	3931518.602	778835.694	367.803
48.5	3931518.274	778835.856	367.797
48.5	3931517.665	778836.157	368.065
48.5	3931514.562	778837.685	369.373
48.5	3931511.831	778839.031	370.525
48.5	3931510.863	778839.508	370.951
48.6	3932441.698	778763.926	370.609
48.6	3932441.175	778763.962	370.497
48.6	3932440.643	778763.998	370.383
48.6	3932438.049	778764.176	369.968
48.6	3932428.191	778764.852	369.504
48.6	3932426.411	778764.974	369.456
48.6	3932424.691	778765.092	369.41
48.6	3932414.764	778765.773	368.938
48.6	3932411.679	778765.984	368.903
48.6	3932408.513	778766.202	368.867
48.6	3932405.468	778766.41	368.833
48.6	3932402.179	778766.636	368.796
48.6	3932397.909	778766.928	368.761
48.6	3932396.572	778767.02	368.774
48.6	3932392.765	778767.281	368.809
48.6	3932392.599	778767.293	368.81
48.6	3932392.435	778767.304	368.81
48.6	3932390.855	778767.412	368.805
48.6	3932387.646	778767.632	368.786
48.6	3932387.152	778767.666	368.783
48.6	3932384.586	778767.842	368.784
48.6	3932381.482	778768.055	368.785
48.6	3932377.154	778768.352	368.848
48.6	3932372.808	778768.65	368.912
48.6	3932364.057	778769.25	368.94
48.6	3932362.824	778769.334	368.943
48.6	3932361.602	778769.418	368.946
48.6	3932352.84	778770.019	368.974
48.6	3932344.007	778770.624	369.048
48.6	3932342.862	778770.703	369.053
48.6	3932341.731	778770.78	369.058
48.6	3932332.884	778771.387	369.132
48.6	3932323.952	778772	369.165
48.6	3932322.901	778772.072	369.167
48.6	3932321.86	778772.143	369.17
48.6	3932312.919	778772.756	369.203
48.6	3932303.894	778773.375	369.187
48.6	3932302.94	778773.44	369.186
48.6	3932301.998	778773.505	369.185
48.6	3932292.961	778774.125	369.169
48.6	3932283.853	778774.749	369.152
48.6	3932282.996	778774.808	369.155
48.6	3932282.145	778774.866	369.158
48.6	3932273.03	778775.491	369.14
48.6	3932263.825	778776.122	369.145
48.6	3932263.048	778776.176	369.15
48.6	3932262.281	778776.228	369.154
48.6	3932253.066	778776.86	369.159
48.6	3932243.775	778777.497	369.118
48.6	3932243.086	778777.544	369.115
48.6	3932242.403	778777.591	369.112
48.6	3932233.106	778778.229	369.071
48.6	3932223.722	778778.872	369.014
48.6	3932223.125	778778.913	369.011
48.6	3932222.535	778778.954	369.008
48.6	3932213.144	778779.598	368.951
48.6	3932204.965	778780.158	368.907
48.6	3932204.455	778780.193	368.905
48.6	3932203.936	778780.229	368.902
48.6	3932195.768	778780.789	368.859
48.6	3932187.652	778781.345	368.824
48.6	3932187.1	778781.383	368.822
48.6	3932186.552	778781.421	368.82
48.6	3932178.432	778781.978	368.786
48.6	3932170.377	778782.53	368.748
48.6	3932169.835	778782.567	368.746
48.6	3932169.308	778782.603	368.743
48.6	3932161.238	778783.157	368.706
48.6	3932153.585	778783.681	368.648
48.6	3932153.19	778783.709	368.645
48.6	3932152.802	778783.735	368.642
48.6	3932145.139	778784.26	368.585
48.6	3932137.988	778784.751	368.498
48.6	3932137.859	778784.76	368.497
48.6	3932137.736	778784.768	368.495
48.6	3932130.809	778785.243	368.411
48.6	3932130.563	778785.26	368.408
48.6	3932124.194	778785.697	368.299
48.6	3932123.965	778785.712	368.297
48.6	3932123.715	778785.729	368.294
48.6	3932117.286	778786.17	368.186
48.6	3932115.077	778786.322	367.637
48.6	3932114.933	778786.332	367.602
48.6	3932114.785	778786.342	367.565
48.6	3932112.587	778786.493	367.019
48.6	3932106.321	778786.922	367.078
48.6	3932105.81	778786.957	367.094
48.6	3932105.306	778786.992	367.11
48.6	3932099.032	778787.422	367.169
48.6	3932091.036	778787.97	366.987
48.6	3932090.354	778788.017	366.96
48.6	3932089.666	778788.064	366.933
48.6	3932081.697	778788.611	366.749
48.6	3932072.173	778789.264	366.534
48.6	3932071.124	778789.336	366.498
48.6	3932070.108	778789.405	366.463
48.6	3932060.553	778790.06	366.246
48.6	3932053.001	778790.578	366.125
48.6	3932052.162	778790.636	366.107
48.6	3932051.298	778790.695	366.09
48.6	3932043.771	778791.211	365.968
48.6	3932035.31	778791.791	365.892
48.6	3932034.334	778791.858	365.883
48.6	3932033.359	778791.925	365.874
48.6	3932024.897	778792.505	365.798
48.6	3932017.423	778793.018	365.725
48.6	3932016.494	778793.081	365.717
48.6	3932015.541	778793.147	365.708
48.6	3932008.085	778793.658	365.636
48.6	3932001.351	778794.12	365.597
48.6	3932000.034	778794.21	365.59
48.6	3931998.529	778794.313	365.582
48.6	3931991.938	778794.765	365.545
48.6	3931986.192	778795.159	365.531
48.6	3931984.438	778795.28	365.526
48.6	3931982.584	778795.407	365.522
48.6	3931976.938	778795.794	365.508
48.6	3931971.777	778796.148	365.492
48.6	3931969.973	778796.271	365.488
48.6	3931968.123	778796.398	365.483
48.6	3931963.008	778796.749	365.467
48.6	3931957.611	778797.119	365.447
48.6	3931955.403	778797.27	365.44
48.6	3931950.385	778797.614	365.422
48.6	3931947.813	778797.791	365.412
48.6	3931946.022	778797.914	365.417
48.6	3931941.563	778798.219	365.432
48.6	3931936.459	778798.569	365.449
48.6	3931935.313	778798.648	365.452
48.6	3931934.375	778798.712	365.449
48.6	3931929.563	778799.042	365.468
48.6	3931924.258	778799.406	365.489
48.6	3931923.813	778799.436	365.487
48.6	3931923.414	778799.464	365.489
48.6	3931918.063	778799.831	365.512
48.6	3931915.873	778799.981	365.521
48.6	3931912.499	778800.212	365.532
48.6	3931912.315	778800.225	365.532
48.6	3931912.111	778800.239	365.533
48.6	3931906.569	778800.619	365.549
48.6	3931901.594	778800.96	365.563
48.6	3931900.822	778801.013	365.566
48.6	3931900.097	778801.063	365.569
48.6	3931895.992	778801.344	365.557
48.6	3931892.44	778801.588	365.548
48.6	3931891.169	778801.675	365.554
48.6	3931890.127	778801.746	365.562
48.6	3931888.057	778801.888	365.556
48.6	3931886.054	778802.026	365.551
48.6	3931884.912	778802.104	365.561
48.6	3931883.799	778802.18	365.559
48.6	3931882.333	778802.281	365.556
48.6	3931881.025	778802.37	365.554
48.6	3931879.85	778802.451	365.552
48.6	3931877.919	778802.583	365.715
48.6	3931875.475	778802.751	366
48.6	3931873.277	778802.902	366.256
48.6	3931871.056	778803.054	366.438
48.6	3931869.467	778803.163	366.413
48.6	3931868.229	778803.248	366.37
48.6	3931866.959	778803.335	366.327
48.6	3931865.413	778803.441	366.301
48.6	3931864.133	778803.529	366.229
48.6	3931862.72	778803.625	366.159
48.6	3931861.348	778803.72	366.091
48.6	3931860.031	778803.81	366.016
48.6	3931858.888	778803.888	365.539
48.6	3931857.778	778803.964	365.091
48.6	3931856.741	778804.035	364.673
48.6	3931855.537	778804.118	364.169
48.6	3931853.501	778804.258	363.875
48.6	3931852.19	778804.348	363.685
48.6	3931850.977	778804.431	363.51
48.6	3931848.833	778804.578	363.201
48.6	3931847.752	778804.652	362.74
48.6	3931847.199	778804.69	362.507
48.6	3931846.669	778804.726	362.285
48.6	3931845.565	778804.802	361.815
48.6	3931844.657	778804.864	361.743
48.6	3931844.283	778804.89	361.713
48.6	3931843.922	778804.914	361.685
48.6	3931843	778804.978	361.612
48.6	3931841.804	778805.06	361.518
48.6	3931841.367	778805.089	361.483
48.6	3931840.953	778805.118	361.45
48.6	3931839.736	778805.201	361.354
48.6	3931838.432	778805.291	361.401
48.6	3931838.049	778805.317	361.414
48.6	3931837.675	778805.343	361.427
48.6	3931836.362	778805.433	361.474
48.6	3931834.981	778805.527	361.523
48.6	3931834.632	778805.551	361.535
48.6	3931834.291	778805.575	361.546
48.6	3931832.901	778805.67	361.596
48.6	3931831.076	778805.795	362.091
48.6	3931830.696	778805.821	362.197
48.6	3931830.345	778805.845	362.296
48.6	3931828.492	778805.972	362.797
48.6	3931826.517	778806.108	363.871
48.6	3931826.268	778806.125	364.01
48.6	3931826.033	778806.141	364.14
48.6	3931824.039	778806.278	365.223
48.6	3931821.895	778806.425	365.242
48.6	3931821.775	778806.433	365.243
48.6	3931821.662	778806.441	365.244
48.6	3931819.506	778806.589	365.263
48.6	3931817.627	778806.717	365.284
48.6	3931815.143	778806.888	365.312
48.6	3931815.008	778806.897	365.313
48.6	3931814.863	778806.907	365.314
48.6	3931810.508	778807.206	365.363
48.6	3931806.141	778807.505	365.411
48.6	3931805.475	778807.551	365.417
48.6	3931804.764	778807.599	365.425
48.6	3931800.442	778807.896	365.472
48.6	3931798.833	778808.006	365.486
48.6	3931798.418	778808.035	365.49
48.6	3931797.996	778808.063	365.495
48.6	3931796.406	778808.172	365.509
48.6	3931792.281	778808.455	365.532
48.6	3931791.595	778808.502	365.536
48.6	3931790.99	778808.544	365.539
48.6	3931786.769	778808.833	365.562
48.6	3931782.637	778809.117	365.596
48.6	3931781.629	778809.186	365.609
48.6	3931780.448	778809.267	365.623
48.6	3931776.571	778810.372	365.663
48.6	3931775.163	778811.03	366.048
48.6	3931773.637	778811.743	366.347
48.6	3931771.355	778812.808	366.793
48.6	3931770.597	778813.162	366.982
48.6	3931769.856	778813.508	366.975
48.6	3931767.54	778814.59	367.011
48.6	3931766.294	778815.172	367.051
48.6	3931763.768	778816.352	367.132
48.6	3931762.02	778817.168	367.174
48.6	3931758.073	778819.011	367.19
48.6	3931757.122	778819.456	367.194
48.6	3931756.684	778819.66	367.196
48.6	3931755.419	778820.251	367.201
48.6	3931752.22	778821.745	367.214
48.6	3931749.393	778823.065	367.197
48.6	3931747.313	778824.036	367.186
48.6	3931743.33	778825.897	367.164
48.6	3931742.402	778826.33	367.158
48.6	3931741.935	778826.548	367.154
48.6	3931740.401	778827.265	367.141
48.6	3931737.512	778828.614	367.116
48.6	3931734.452	778830.043	367.09
48.6	3931732.621	778830.898	367.075
48.6	3931729.227	778832.484	367.045
48.6	3931727.696	778833.198	367.032
48.6	3931726.873	778833.583	367.025
48.6	3931724.108	778834.874	367.002
48.6	3931722.77	778835.499	366.99
48.6	3931719.277	778837.13	366.956
48.6	3931717.864	778837.79	366.944
48.6	3931715.368	778838.956	366.924
48.6	3931712.964	778840.078	366.902
48.6	3931711.59	778840.72	366.889
48.6	3931707.799	778842.491	366.855
48.6	3931706.762	778842.975	366.846
48.6	3931703.505	778844.496	366.817
48.6	3931702.63	778844.905	366.81
48.6	3931700.771	778845.773	366.809
48.6	3931696.693	778847.678	366.806
48.6	3931694.57	778848.669	366.804
48.6	3931690.677	778850.487	366.802
48.6	3931687.2	778852.111	366.808
48.6	3931684.98	778853.148	366.811
48.6	3931684.329	778853.452	366.813
48.6	3931683.187	778853.985	366.815
48.6	3931678.078	778856.371	366.824
48.6	3931675.395	778857.624	366.828
48.6	3931672.058	778859.183	366.834
48.6	3931666.224	778861.908	366.845
48.6	3931665.993	778862.016	366.845
48.6	3931665.86	778862.078	366.845
48.6	3931665.368	778862.308	366.845
48.6	3931659.889	778864.866	366.843
48.6	3931656.089	778866.641	366.842
48.6	3931653.756	778867.731	366.841
48.6	3931650.046	778869.464	366.854
48.6	3931647.572	778870.618	366.863
48.6	3931646.046	778871.331	366.868
48.6	3931641.408	778873.497	366.884
48.6	3931639.299	778874.482	366.898
48.6	3931635.938	778876.052	366.92
48.6	3931635.152	778876.419	366.924
48.6	3931633.897	778877.005	366.93
48.6	3931628.895	778879.342	366.96
48.6	3931625.878	778880.75	366.981
48.6	3931622.913	778882.135	366.996
48.6	3931618.357	778884.263	367.017
48.6	3931616.93	778884.93	367.026
48.6	3931615.988	778885.369	367.033
48.6	3931611.205	778887.603	367.064
48.6	3931610.849	778887.769	367.067
48.6	3931605.732	778890.159	367.106
48.6	3931604.779	778890.604	367.112
48.6	3931603.474	778891.214	367.138
48.6	3931598.762	778893.415	367.276
48.6	3931595.479	778894.948	367.373
48.6	3931592.792	778896.203	367.415
48.6	3931588.61	778898.156	367.499
48.6	3931586.408	778899.184	367.564
48.6	3931584.9	778899.888	367.608
48.6	3931579.977	778902.188	367.688
48.6	3931576.321	778903.895	367.748
48.6	3931574.102	778904.931	367.785
48.6	3931573.719	778905.111	367.793
48.6	3931573.192	778905.356	367.805
48.6	3931567.494	778908.018	367.908
48.6	3931563.113	778910.064	367.89
48.6	3931560.804	778911.142	367.896
48.6	3931557.879	778912.508	367.902
48.6	3931554.086	778914.279	367.893
48.6	3931553.11	778914.735	367.886
48.6	3931552.245	778915.139	367.88
48.6	3931550.668	778915.876	368.54
48.6	3931548.498	778916.889	369.503
48.6	3931546.15	778917.986	370.546
48.7	3932445.39	778774.047	371.105
48.7	3932443.983	778774.338	370.877
48.7	3932442.319	778774.682	370.704
48.7	3932440.52	778775.055	370.516
48.7	3932439.249	778775.318	370.314
48.7	3932435.15	778776.166	370.137
48.7	3932427.549	778777.74	369.638
48.7	3932417.775	778779.764	368.997
48.7	3932415.783	778780.176	368.9
48.7	3932415.003	778780.337	368.891
48.7	3932414.287	778780.486	368.883
48.7	3932413.368	778780.676	368.875
48.7	3932407.846	778781.819	368.784
48.7	3932402.043	778783.02	368.689
48.7	3932401.228	778783.189	368.677
48.7	3932401.18	778783.199	368.676
48.7	3932401.117	778783.212	368.676
48.7	3932397.548	778783.951	368.737
48.7	3932394.291	778784.625	368.793
48.7	3932393.723	778784.743	368.795
48.7	3932392.251	778785.048	368.823
48.7	3932383.854	778786.786	368.948
48.7	3932377.439	778788.114	369.043
48.7	3932373.981	778788.83	369.126
48.7	3932366.878	778790.3	369.17
48.7	3932364.105	778790.874	369.184
48.7	3932362.226	778791.263	369.194
48.7	3932356.79	778792.389	369.232
48.7	3932354.227	778792.919	369.25
48.7	3932346.944	778794.427	369.364
48.7	3932344.332	778794.968	369.411
48.7	3932339.933	778795.879	369.489
48.7	3932334.441	778797.015	369.58
48.7	3932328.12	778798.324	369.599
48.7	3932324.572	778799.058	369.603
48.7	3932323.639	778799.252	369.604
48.7	3932317.832	778800.454	369.63
48.7	3932314.703	778801.102	369.644
48.7	3932309.869	778802.102	369.628
48.7	3932305.293	778803.05	369.613
48.7	3932304.817	778803.148	369.61
48.7	3932304.233	778803.269	369.606
48.7	3932294.933	778805.194	369.57
48.7	3932287.381	778806.758	369.526
48.7	3932285.045	778807.242	369.513
48.7	3932282.181	778807.834	369.498
48.7	3932275.152	778809.289	369.457
48.7	3932269.441	778810.472	369.425
48.7	3932265.279	778811.333	369.393
48.7	3932260.186	778812.388	369.354
48.7	3932255.405	778813.377	369.326
48.7	3932251.506	778814.185	369.307
48.7	3932245.526	778815.423	369.267
48.7	3932238.214	778816.936	369.219
48.7	3932235.65	778817.467	369.205
48.7	3932233.565	778817.899	369.194
48.7	3932225.778	778819.511	369.157
48.7	3932216.266	778821.48	369.111
48.7	3932215.906	778821.555	369.109
48.7	3932215.646	778821.609	369.109
48.7	3932212.598	778822.239	369.104
48.7	3932207.267	778823.343	369.098
48.7	3932199.839	778824.881	369.089
48.7	3932198.625	778825.132	369.088
48.7	3932197.16	778825.435	369.083
48.7	3932189.954	778826.927	369.055
48.7	3932183.972	778828.166	369.032
48.7	3932181.286	778828.722	369.025
48.7	3932178.002	778829.402	369.02
48.7	3932172.46	778830.549	369.008
48.7	3932167.844	778831.504	368.999
48.7	3932163.649	778832.373	368.992
48.7	3932158.791	778833.379	368.977
48.7	3932155.384	778834.084	368.967
48.7	3932152.594	778834.662	368.959
48.7	3932147.071	778835.805	368.942
48.7	3932140.427	778837.18	368.881
48.7	3932138.644	778837.549	368.865
48.7	3932137.212	778837.846	368.852
48.7	3932130.22	778839.293	368.788
48.7	3932121.415	778841.116	368.695
48.7	3932120.825	778841.239	368.689
48.7	3932120.32	778841.343	368.683
48.7	3932111.369	778843.196	368.589
48.7	3932110.14	778843.45	368.472
48.7	3932109.512	778843.581	368.412
48.7	3932109.486	778843.586	368.41
48.7	3932109.459	778843.591	368.409
48.7	3932107.597	778843.977	368.237
48.7	3932102.732	778844.984	368.035
48.7	3932102.268	778845.08	368.01
48.7	3932101.776	778845.182	367.983
48.7	3932096.955	778846.18	367.778
48.7	3932090.705	778847.474	367.646
48.7	3932089.505	778847.722	367.638
48.7	3932088.233	778847.986	367.629
48.7	3932082.087	778849.258	367.506
48.7	3932076.22	778850.473	367.353
48.7	3932074.439	778850.841	367.311
48.7	3932072.434	778851.256	367.264
48.7	3932066.885	778852.405	367.121
48.7	3932062.977	778853.214	367.021
48.7	3932059.281	778853.979	366.861
48.7	3932057.542	778854.339	366.786
48.7	3932054.442	778854.981	366.67
48.7	3932050.832	778855.728	366.534
48.7	3932046.885	778856.546	366.485
48.7	3932043.493	778857.248	366.443
48.7	3932042.899	778857.371	366.43
48.7	3932042.068	778857.543	366.413
48.7	3932035.42	778858.919	366.312
48.7	3932032.171	778859.592	366.284
48.7	3932031.609	778859.708	366.279
48.7	3932030.621	778859.912	366.271
48.7	3932027.03	778860.656	366.24
48.7	3932023.658	778861.354	366.21
48.7	3932019.301	778862.256	366.168
48.7	3932012.834	778863.595	366.106
48.7	3932012.419	778863.681	366.102
48.7	3932012.216	778863.723	366.1
48.7	3932011.306	778863.911	366.092
48.7	3932005.857	778865.039	366.04
48.7	3932001.625	778865.915	366
48.7	3931999.257	778866.405	365.978
48.7	3931996.074	778867.064	365.983
48.7	3931993.636	778867.569	365.986
48.7	3931991.958	778867.916	365.989
48.7	3931987.912	778868.754	365.995
48.7	3931983.959	778869.572	366.001
48.7	3931982.386	778869.898	366.003
48.7	3931982.02	778869.974	366.004
48.7	3931981.446	778870.093	366.005
48.7	3931976.16	778871.187	366.013
48.7	3931973.545	778871.728	366.012
48.7	3931971.474	778872.157	366.007
48.7	3931968.171	778872.841	365.999
48.7	3931966.894	778873.105	365.997
48.7	3931966.378	778873.212	365.996
48.7	3931965.126	778873.471	365.993
48.7	3931962.552	778874.004	365.983
48.7	3931960.35	778874.46	365.975
48.7	3931956.551	778875.246	365.961
48.7	3931956.469	778875.263	365.96
48.7	3931952.725	778876.038	365.954
48.7	3931949.23	778876.762	365.961
48.7	3931948.658	778876.881	365.963
48.7	3931945.006	778877.637	365.978
48.7	3931941.838	778878.292	365.997
48.7	3931940.814	778878.504	366.004
48.7	3931937.636	778879.162	366.027
48.7	3931934.609	778879.789	366.049
48.7	3931932.539	778880.217	366.064
48.7	3931929.688	778880.808	366.085
48.7	3931927.445	778881.272	366.102
48.7	3931922.942	778882.204	366.135
48.7	3931921.483	778882.506	366.134
48.7	3931920.485	778882.713	366.132
48.7	3931914.884	778883.873	366.129
48.7	3931914.759	778883.898	366.128
48.7	3931914.739	778883.902	366.128
48.7	3931914.718	778883.907	366.128
48.7	3931911.15	778884.645	366.142
48.7	3931908.633	778885.166	366.151
48.7	3931908.625	778885.168	366.151
48.7	3931908.608	778885.172	366.151
48.7	3931903.188	778886.294	366.13
48.7	3931903.088	778886.314	366.13
48.7	3931902.989	778886.335	366.13
48.7	3931902.267	778886.484	366.127
48.7	3931897.476	778887.476	366.109
48.7	3931896.939	778887.587	366.107
48.7	3931895.973	778887.788	366.104
48.7	3931892.988	778888.405	366.095
48.7	3931890.748	778888.869	366.088
48.7	3931888.671	778889.299	366.081
48.7	3931884.798	778890.101	366.109
48.7	3931884.047	778890.256	366.11
48.7	3931883.633	778890.342	366.11
48.7	3931881.807	778890.72	366.13
48.7	3931879.258	778891.248	366.157
48.7	3931876.912	778891.749	365.597
48.7	3931876.222	778891.905	365.399
48.7	3931875.451	778892.163	365.164
48.7	3931873.655	778893.141	364.645
48.7	3931871.48	778894.325	364.243
48.7	3931870.392	778894.917	364.039
48.7	3931869.375	778895.47	363.848
48.7	3931867.129	778896.694	363.432
48.7	3931866.028	778897.293	362.998
48.7	3931865.499	778897.581	362.785
48.7	3931864.975	778897.866	362.574
48.7	3931863.869	778898.468	362.138
48.7	3931862.201	778899.376	362.051
48.7	3931861.286	778899.874	362.002
48.7	3931860.399	778900.357	361.955
48.7	3931858.701	778901.281	361.867
48.7	3931856.853	778902.287	361.964
48.7	3931855.782	778902.87	362.015
48.7	3931854.717	778903.45	362.067
48.7	3931852.859	778904.461	362.164
48.7	3931850.165	778905.928	362.994
48.7	3931848.665	778906.744	363.46
48.7	3931847.186	778907.549	363.919
48.7	3931844.471	778909.027	364.756
48.7	3931843.439	778909.589	365.083
48.7	3931842.697	778909.993	365.297
48.7	3931841.939	778910.406	365.515
48.7	3931840.908	778910.967	365.84
48.7	3931838.547	778912.252	365.869
48.7	3931837.063	778913.06	365.862
48.7	3931835.599	778913.857	365.856
48.7	3931833.228	778915.148	365.884
48.7	3931830.932	778916.397	365.889
48.7	3931828.984	778917.458	365.881
48.7	3931827.098	778918.485	365.874
48.7	3931824.735	778919.771	365.879
48.7	3931822.499	778920.988	365.881
48.7	3931820.65	778921.994	365.868
48.7	3931818.783	778923.011	365.856
48.7	3931816.567	778924.217	365.857
48.7	3931814.901	778925.124	366.395
48.7	3931813.113	778926.097	366.95
48.7	3931811.302	778927.083	367.512
48.7	3931809.649	778927.983	368.046
48.7	3931807.424	778929.194	368.069
48.7	3931804.677	778930.689	368.101
48.7	3931801.669	778932.327	368.135
48.7	3931799.675	778933.413	368.156
48.7	3931797.968	778934.342	368.155
48.7	3931794.871	778936.028	368.143
48.7	3931791.192	778938.03	368.128
48.7	3931790.048	778938.653	368.127
48.7	3931789.035	778939.204	368.12
48.7	3931784.976	778941.414	368.115
48.7	3931779.972	778944.138	368.108
48.7	3931779.958	778944.146	368.108
48.7	3931779.947	778944.152	368.108
48.7	3931779.893	778944.181	368.108
48.7	3931774.612	778947.055	368.057
48.7	3931772.311	778948.308	368.035
48.7	3931769.267	778949.965	368.013
48.7	3931766.867	778951.271	367.982
48.7	3931763.696	778952.998	367.941
48.7	3931763.546	778953.08	367.939
48.7	3931760.244	778954.877	367.799
48.7	3931758.833	778955.645	367.736
48.7	3931755.473	778957.474	367.587
48.7	3931755.114	778957.669	367.571
48.7	3931754.965	778957.75	367.569
48.7	3931754.696	778957.897	367.562
48.7	3931749.826	778960.548	367.465
48.7	3931748.575	778961.229	367.44
48.7	3931746.648	778962.278	367.369
48.7	3931744.94	778963.208	367.306
48.7	3931742.77	778964.389	367.322
48.7	3931740.718	778965.506	367.337
48.7	3931738.581	778966.669	367.352
48.7	3931737.025	778967.516	367.356
48.7	3931736.23	778967.949	367.356
48.7	3931733.332	778969.527	367.357
48.7	3931732.518	778969.97	367.357
48.7	3931730.639	778970.992	367.357
48.7	3931727.393	778972.76	367.36
48.7	3931727.349	778972.784	367.36
48.7	3931727.239	778972.843	367.36
48.7	3931722.969	778975.168	367.364
48.7	3931720.801	778976.348	367.358
48.7	3931718.68	778977.503	367.346
48.7	3931717.771	778977.997	367.339
48.7	3931717.009	778978.412	367.334
48.7	3931716.248	778978.827	367.328
48.7	3931715.339	778979.321	367.322
48.7	3931713.623	778980.255	367.309
48.7	3931711.853	778981.219	367.296
48.7	3931709.666	778982.41	367.28
48.7	3931708.113	778983.255	367.269
48.7	3931707.048	778983.835	367.262
48.7	3931705.954	778984.43	367.253
48.7	3931704.551	778985.194	367.246
48.7	3931701.849	778986.665	367.23
48.7	3931699.1	778988.161	367.214
48.7	3931697.72	778988.913	367.207
48.7	3931696.18	778989.75	367.223
48.7	3931692.629	778991.683	367.26
48.7	3931688.326	778994.026	367.304
48.7	3931687.203	778994.637	367.316
48.7	3931686.308	778995.124	367.316
48.7	3931685.765	778995.42	367.316
48.7	3931684.688	778996.007	367.313
48.7	3931678.393	778999.433	367.309
48.7	3931671.691	779003.081	367.305
48.7	3931671.022	779003.445	367.303
48.7	3931670.319	779003.828	367.299
48.7	3931665.446	779006.481	367.273
48.7	3931659.62	779009.652	367.243
48.7	3931659.528	779009.702	367.242
48.7	3931659.491	779009.722	367.242
48.7	3931659.478	779009.73	367.242
48.7	3931659.435	779009.753	367.243
48.7	3931651.601	779014.017	367.296
48.7	3931643.775	779018.278	367.349
48.7	3931643.725	779018.305	367.349
48.7	3931643.689	779018.325	367.35
48.7	3931643.295	779018.539	367.353
48.7	3931637.036	779021.946	367.406
48.7	3931631.997	779024.689	367.449
48.7	3931630.387	779025.566	367.459
48.7	3931629.299	779026.158	367.48
48.7	3931625.885	779028.016	367.553
48.7	3931621.778	779030.252	367.641
48.7	3931621.393	779030.461	367.649
48.7	3931621.258	779030.535	367.652
48.7	3931619.652	779031.409	367.691
48.7	3931619.206	779031.652	367.702
48.7	3931617.91	779032.357	367.731
48.7	3931617.861	779032.384	367.733
48.7	3931617.692	779032.476	367.751
48.7	3931611.657	779035.761	368.542
48.7	3931606.845	779038.381	369.173
48.7	3931605.847	779038.924	369.268
48.7	3931604.741	779039.526	369.654
48.7	3931601.802	779041.126	370.467
48.7	3931599.06	779042.619	371.226
48.7	3931597.759	779043.327	371.679
48.77	3932446.122	778781.029	371.157
48.77	3932446.116	778781.03	371.156
48.77	3932442.939	778781.878	370.811
48.77	3932440.11	778782.633	370.504
48.77	3932439.783	778782.721	370.461
48.77	3932438.102	778783.169	370.353
48.77	3932427.882	778785.897	369.643
48.77	3932420.983	778787.739	369.164
48.77	3932416.256	778789	368.875
48.77	3932413.448	778789.75	368.832
48.77	3932410.309	778790.588	368.783
48.77	3932407.837	778791.247	368.744
48.77	3932404.782	778792.063	368.698
48.77	3932400.608	778793.177	368.716
48.77	3932399.788	778793.396	368.73
48.77	3932399.062	778793.59	368.742
48.77	3932394.443	778794.823	368.755
48.77	3932390.802	778795.794	368.824
48.77	3932386.199	778797.023	368.911
48.77	3932384.609	778797.447	368.955
48.77	3932376.649	778799.572	369.172
48.77	3932374.766	778800.074	369.218
48.77	3932374.154	778800.238	369.222
48.77	3932372.933	778800.564	369.233
48.77	3932364.928	778802.7	369.536
48.77	3932361.833	778803.527	369.653
48.77	3932355.078	778805.329	370.015
48.77	3932353.967	778805.626	370.047
