     PROFIL  PUNKT     X [m]     H [m]  LAMBDA [-]   V [m/s]
     1.6090     21   -24.181     8.528   0.0739034     0.476
     1.6090     22   -22.547     8.374   0.0718745     0.476
     1.6090     23   -20.506     8.344   0.0718745     0.476
     1.6090     24   -18.180     8.111   0.0718745     0.476
     1.6090     25   -16.179     8.322   0.0718745     0.476
     1.6090     26   -10.301     8.299   0.0781232     0.476
     1.6090     27    -8.177     8.471   0.0781232     0.476
     1.6090     28    -6.219     8.382   0.0781232     0.476
     1.6090     29    -4.177     8.300   0.0781232     0.476
     1.6090     30    -2.176     8.358   0.0000000     0.000
     1.6090     31    -0.096     7.533   0.0000000     0.000
     1.6090     32     0.000     7.872   0.0731843     0.476
     1.6090     33     1.858     7.288   0.0731843     0.476
     1.6090     34    10.665     7.192   0.0693802     0.769
     1.6090     35    11.118     6.624   0.0693802     0.769
     1.6090     36    11.602     6.395   0.0693802     0.769
     1.6090     37    12.401     6.359   0.0693802     0.769
     1.6090     38    13.636     6.320   0.0693802     0.769
     1.6090     39    13.946     6.565   0.0693802     0.769
     1.6090     40    14.328     7.034   0.0714781     0.416
     1.6090     41    18.119     8.515   0.0714781     0.416
     1.6090     42    18.465     8.462   0.0000000     0.000
     1.6090     43    20.567     8.736   0.0860045     0.416
     1.6090     44    22.670     9.537   0.0860045     0.416
     1.6090     45    24.773    11.705   0.0860045     0.416
     1.6790      1  -104.073     8.559   0.0000000     0.000
     1.6790      2   -84.562     8.292   0.0609484     0.427
     1.6790      3   -68.953     8.531   0.0690524     0.427
     1.6790      4   -65.388     8.778   0.0690524     0.427
     1.6790      5   -61.386     8.425   0.0690524     0.427
     1.6790      6   -41.380     8.325   0.0690524     0.427
     1.6790      7   -39.686     8.301   0.0690524     0.427
     1.6790      8   -37.735     8.306   0.0960836     0.427
     1.6790      9   -35.784     8.861   0.0646070     0.427
     1.6790     10   -35.378     8.843   0.0764103     0.427
     1.6790     11   -33.833     8.448   0.0764103     0.427
     1.6790     12   -31.377     8.497   0.0764103     0.427
     1.6790     13   -27.979     8.206   0.0853099     0.427
     1.6790     14   -21.374     8.474   0.0853099     0.427
     1.6790     15   -15.372     8.469   0.0853099     0.427
     1.6790     16   -14.321     8.438   0.0853099     0.427
     1.6790     17   -13.371     8.273   0.0853099     0.427
     1.6790     18   -11.370     7.727   0.0734465     0.427
     1.6790     19   -10.419     7.515   0.0734465     0.427
     1.6790     20    -7.369     7.434   0.1026388     0.427
     1.6790     21    -6.517     7.502   0.0739034     0.427
     1.6790     22    -5.369     7.512   0.0718745     0.427
     1.6790     23    -4.566     7.426   0.0718745     0.427
     1.6790     24    -1.367     7.447   0.0718745     0.427
     1.6790     25    -0.663     7.381   0.0718745     0.427
     1.6790     26     0.000     7.365   0.0781232     0.427
     1.6790     27     0.700     7.000   0.0678417     0.769
     1.6790     28     1.696     6.436   0.0678417     0.769
     1.6790     29     2.385     6.374   0.0678417     0.769
     1.6790     30     3.402     6.306   0.0678417     0.769
     1.6790     31     4.900     7.000   0.0000000     0.000
     1.6790     32     8.487     8.579   0.0731843     0.408
     1.6790     33     8.699     8.610   0.0731843     0.408
     1.6790     34    10.711     8.808   0.0693802     0.408
     1.6790     35    12.722     9.781   0.0693802     0.408
     1.6790     36    14.734    11.417   0.0693802     0.408
     1.6790     37    15.196    11.464   0.0693802     0.408
     1.7050      1   -23.731     8.444   0.0000000     0.000
     1.7050      2   -23.167     8.445   0.0609484     0.500
     1.7050      3   -21.145     8.825   0.0690524     0.500
     1.7050      4   -17.102     8.425   0.0690524     0.500
     1.7050      5    -0.928     8.295   0.0690524     0.500
     1.7050      6    -0.007     8.130   0.0690524     0.500
     1.7050      7     0.000     8.269   0.0690524     0.500
     1.7050      8     2.476     7.694   0.0960836     0.500
     1.7050      9     6.747     7.395   0.0646070     0.500
     1.7050     10     7.477     7.186   0.0764103     0.500
     1.7050     11     9.088     7.160   0.0764103     0.500
     1.7050     12    10.190     7.486   0.0764103     0.500
     1.7050     13    13.644     7.441   0.0853099     0.500
     1.7050     14    14.200     7.000   0.0722628     0.786
     1.7050     15    14.836     6.411   0.0722628     0.786
     1.7050     16    15.364     6.356   0.0722628     0.786
     1.7050     17    16.165     6.362   0.0722628     0.786
     1.7050     18    17.500     7.000   0.0734465     0.469
     1.7050     19    20.994     8.593   0.0734465     0.469
     1.7050     20    21.422     8.643   0.1026388     0.469
     1.7050     21    23.423     8.739   0.0739034     0.469
     1.7050     22    25.423     9.064   0.0718745     0.469
     1.7050     23    25.978     9.540   0.0718745     0.469
     1.7050     24    27.424    10.542   0.0718745     0.469
     1.7050     25    27.931    10.803   0.0718745     0.469
     1.7210      1   -24.395     8.516   0.0000000     0.000
     1.7210      2   -21.708     8.706   0.0609484     0.467
     1.7210      3   -19.637     8.525   0.0690524     0.467
     1.7210      4   -17.566     8.638   0.0690524     0.467
     1.7210      5   -13.425     8.497   0.0690524     0.467
     1.7210      6    -9.283     8.699   0.0690524     0.467
     1.7210      7    -7.212     8.451   0.0690524     0.467
     1.7210      8    -5.142     8.426   0.0960836     0.467
     1.7210      9    -3.071     8.523   0.0646070     0.467
     1.7210     10    -1.000     8.305   0.0764103     0.467
     1.7210     11     0.000     8.285   0.0764103     0.467
     1.7210     12     3.662     7.483   0.0764103     0.467
     1.7210     13    13.632     7.320   0.0853099     0.467
     1.7210     14    14.200     7.000   0.0695339     0.782
     1.7210     15    15.512     6.257   0.0695339     0.782
     1.7210     16    16.329     6.356   0.0695339     0.782
     1.7210     17    17.700     7.000   0.0722628     0.439
     1.7210     18    21.382     8.637   0.0734465     0.439
     1.7210     19    22.750     8.793   0.0734465     0.439
     1.7210     20    23.343     8.838   0.1026388     0.439
     1.7210     21    25.368     9.235   0.0739034     0.439
     1.7210     22    27.394    10.934   0.0718745     0.439
     1.7210     23    27.580    10.956   0.0718745     0.439
     1.8030      1   -39.757     8.654   0.0000000     0.000
     1.8030      2   -35.465     8.813   0.0609484     0.400
     1.8030      3   -33.464     8.622   0.0690524     0.400
     1.8030      4   -29.461     8.815   0.0690524     0.400
     1.8030      5   -27.268     8.622   0.0690524     0.400
     1.8030      6   -25.187     8.667   0.0690524     0.400
     1.8030      7   -23.105     8.605   0.0690524     0.400
     1.8030      8   -21.455     8.709   0.0960836     0.400
     1.8030      9   -19.453     8.505   0.0646070     0.400
     1.8030     10   -17.452     8.421   0.0764103     0.400
     1.8030     11   -16.860     8.548   0.0764103     0.400
     1.8030     12   -15.450     8.627   0.0764103     0.400
     1.8030     13   -14.779     8.483   0.0853099     0.400
     1.8030     14   -12.697     8.441   0.0695339     0.400
     1.8030     15   -11.447     8.220   0.0695339     0.400
     1.8030     16    -9.446     8.058   0.0695339     0.400
     1.8030     17    -6.453     8.134   0.0722628     0.400
     1.8030     18    -5.443     8.158   0.0734465     0.400
     1.8030     19    -4.371     8.184   0.0734465     0.400
     1.8030     20    -3.441     8.304   0.1026388     0.400
     1.8030     21    -2.290     8.074   0.0739034     0.400
     1.8030     22    -0.208     7.914   0.0718745     0.400
     1.8030     23     0.000     7.712   0.0718745     0.400
     1.8030     24    10.597     7.571   0.0718745     0.400
     1.8030     25    11.500     7.000   0.0888108     0.871
     1.8030     26    12.191     6.554   0.0888108     0.871
     1.8030     27    13.079     6.529   0.0888108     0.871
     1.8030     28    14.022     6.523   0.0888108     0.871
     1.8030     29    14.398     6.869   0.0678417     0.415
     1.8030     30    18.071     8.420   0.0678417     0.415
     1.8030     31    18.602     8.559   0.0000000     0.000
     1.8030     32    19.132     8.625   0.0731843     0.415
     1.8030     33    20.626     8.668   0.0731843     0.415
     1.8030     34    22.651     9.728   0.0693802     0.415
     1.8930      1   -34.155     8.650   0.0000000     0.000
     1.8930      2   -27.608     8.406   0.0609484     0.494
     1.8930      3   -21.455     8.541   0.0690524     0.494
     1.8930      4   -19.404     8.314   0.0690524     0.494
     1.8930      5   -17.353     8.417   0.0690524     0.494
     1.8930      6   -15.302     8.676   0.0690524     0.494
     1.8930      7   -13.251     8.545   0.0690524     0.494
     1.8930      8    -9.149     8.644   0.0960836     0.494
     1.8930      9    -7.098     8.527   0.0646070     0.494
     1.8930     10    -0.742     8.750   0.0764103     0.494
     1.8930     11     0.000     8.653   0.0764103     0.494
     1.8930     12     4.443     7.594   0.0764103     0.494
     1.8930     13    14.696     7.537   0.0853099     0.494
     1.8930     14    15.300     7.000   0.0752857     0.712
     1.8930     15    15.514     6.850   0.0752857     0.712
     1.8930     16    16.455     6.719   0.0752857     0.712
     1.8930     17    17.528     6.759   0.0752857     0.712
     1.8930     18    18.000     7.000   0.0734465     0.645
     1.8930     19    21.240     8.466   0.0734465     0.645
     1.8930     20    22.188     8.773   0.1026388     0.645
     1.8930     21    23.692     9.093   0.0739034     0.645
     1.8930     22    24.924     9.524   0.0718745     0.645
     1.8930     23    25.718     9.617   0.0718745     0.645
     1.8930     24    27.072     9.983   0.0718745     0.645
     1.8930     25    29.248    12.418   0.0888108     0.645
     1.9050      1   -45.017     8.668   0.0000000     0.000
     1.9050      2   -33.199     8.517   0.0609484     0.273
     1.9050      3   -30.423     8.394   0.0690524     0.273
     1.9050      4   -28.500     8.552   0.0690524     0.273
     1.9050      5   -27.647     8.453   0.0690524     0.273
     1.9050      6   -24.371     8.350   0.0690524     0.273
     1.9050      7   -22.095     8.332   0.0690524     0.273
     1.9050      8   -20.242     8.470   0.0960836     0.273
     1.9050      9   -19.319     8.400   0.0646070     0.273
     1.9050     10   -16.112     8.451   0.0764103     0.273
     1.9050     11   -14.048     8.593   0.0764103     0.273
     1.9050     12    -7.895     8.456   0.0764103     0.273
     1.9050     13    -5.891     8.488   0.0853099     0.273
     1.9050     14    -4.196     8.387   0.0752857     0.273
     1.9050     15    -2.988     8.300   0.0752857     0.273
     1.9050     16     0.411     8.300   0.0726269     1.139
     1.9050     17     0.411     8.000   0.0726269     1.139
     1.9050     18     3.121     6.819   0.0726269     1.139
     1.9050     19     4.174     6.831   0.0726269     1.139
     1.9050     20     5.653     7.164   0.0726269     1.139
     1.9050     21     8.212     8.000   0.0726269     1.139
     1.9050     22     8.212     8.300   0.0718745     0.293
     1.9050     23     9.130     8.300   0.0718745     0.293
     1.9050     24     9.275     8.351   0.0718745     0.293
     1.9050     25    10.206     8.591   0.0888108     0.293
     1.9050     26    11.810     8.531   0.0888108     0.293
     1.9050     27    14.368     8.634   0.0888108     0.293
     1.9060      1   -45.017     8.668   0.0000000     0.000
     1.9060      2   -33.199     8.517   0.0609484     0.293
     1.9060      3   -30.423     8.394   0.0690524     0.293
     1.9060      4   -28.500     8.552   0.0690524     0.293
     1.9060      5   -27.647     8.453   0.0690524     0.293
     1.9060      6   -24.371     8.350   0.0690524     0.293
     1.9060      7   -22.095     8.332   0.0690524     0.293
     1.9060      8   -20.242     8.470   0.0960836     0.293
     1.9060      9   -19.319     8.400   0.0646070     0.293
     1.9060     10   -16.112     8.451   0.0764103     0.293
     1.9060     11   -14.048     8.593   0.0764103     0.293
     1.9060     12    -7.895     8.456   0.0764103     0.293
     1.9060     13    -5.891     8.488   0.0853099     0.293
     1.9060     14    -4.196     8.387   0.0752857     0.293
     1.9060     15    -2.988     8.300   0.0752857     0.293
     1.9060     16     0.411     8.300   0.0712695     1.080
     1.9060     17     0.411     8.000   0.0712695     1.080
     1.9060     18     3.121     6.819   0.0712695     1.080
     1.9060     19     4.174     6.831   0.0712695     1.080
     1.9060     20     5.653     7.164   0.0712695     1.080
     1.9060     21     8.212     8.000   0.0712695     1.080
     1.9060     22     8.212     8.300   0.0718745NaN       
     1.9060     23     9.130     8.300   0.0718745NaN       
     1.9060     24     9.275     8.351   0.0718745NaN       
     1.9060     25    10.206     8.591   0.0888108NaN       
     1.9060     26    11.810     8.531   0.0888108NaN       
     1.9060     27    14.368     8.634   0.0888108NaN       
     1.9110      1   -45.017     8.718   0.0000000     0.000
     1.9110      2   -33.199     8.567   0.0609484     0.345
     1.9110      3   -30.423     8.444   0.0690524     0.345
     1.9110      4   -28.500     8.602   0.0690524     0.345
     1.9110      5   -27.647     8.503   0.0690524     0.345
     1.9110      6   -24.371     8.400   0.0690524     0.345
     1.9110      7   -22.095     8.382   0.0690524     0.345
     1.9110      8   -20.242     8.520   0.0960836     0.345
     1.9110      9   -19.319     8.450   0.0646070     0.345
     1.9110     10   -16.112     8.502   0.0764103     0.345
     1.9110     11   -14.048     8.643   0.0764103     0.345
     1.9110     12    -7.895     8.506   0.0764103     0.345
     1.9110     13    -5.891     8.538   0.0853099     0.345
     1.9110     14    -4.196     8.437   0.0752857     0.345
     1.9110     15    -2.988     8.350   0.0752857     0.345
     1.9110     16     0.000     8.244   0.0712695     0.345
     1.9110     17     0.411     8.050   0.0725660     1.115
     1.9110     18     3.121     6.869   0.0725660     1.115
     1.9110     19     4.174     6.881   0.0725660     1.115
     1.9110     20     5.653     7.214   0.0725660     1.115
     1.9110     21     8.212     8.050   0.0712695     0.440
     1.9110     22     9.130     8.350   0.0718745     0.440
     1.9110     23     9.275     8.401   0.0718745     0.440
     1.9110     24    10.206     8.641   0.0718745     0.440
     1.9110     25    11.810     8.581   0.0888108     0.440
     1.9110     26    14.368     8.684   0.0888108     0.440
     1.9345      1     0.000     8.701   0.0000000     0.000
     1.9345      2     0.379     8.454   0.0609484     1.885
     1.9345      3     4.650     8.454   0.1026404     2.869
     1.9345      4     4.650     6.450   0.1026404     2.869
     1.9345      5     5.477     6.436   0.1026404     2.869
     1.9345      6     5.585     6.446   0.1026404     2.869
     1.9345      7     5.585     8.454   0.0690524     1.782
     1.9345      8     9.268     8.454   0.0960836     1.782
     1.9345      9     9.297     8.465   0.0646070     1.782
     1.9345     10     9.392     8.453   0.0764103     1.782
     1.9345     11    10.901     8.541   0.0764103     1.782
     1.9345     12    13.552     8.867   0.0764103     1.782
     1.9345     13    15.632     9.653   0.0853099     1.782
     1.9360      1     0.000     8.701   0.0000000     0.000
     1.9360      2     0.379     8.454   0.0609484     0.919
     1.9360      3     4.650     8.454   0.1004554     0.514
     1.9360      4     4.650     6.450   0.1004554     0.514
     1.9360      5     5.477     6.436   0.1004554     0.514
     1.9360      6     5.585     6.446   0.1004554     0.514
     1.9360      7     5.585     8.454   0.0690524     0.797
     1.9360      8     9.268     8.454   0.0960836     0.797
     1.9360      9     9.297     8.465   0.0646070     0.797
     1.9360     10     9.392     8.453   0.0764103     0.797
     1.9360     11    10.901     8.541   0.0764103     0.797
     1.9360     12    13.552     8.867   0.0764103     0.797
     1.9360     13    15.632     9.653   0.0853099     0.797
     1.9410      1     0.000     8.751   0.0000000     0.000
     1.9410      2     0.379     8.504   0.0609484     0.511
     1.9410      3     3.172     6.696   0.1004554     0.511
     1.9410      4     3.330     6.492   0.0704398     0.344
     1.9410      5     3.330     6.492   0.0704398     0.344
     1.9410      6     4.380     6.493   0.0704398     0.344
     1.9410      7     4.380     6.493   0.0704398     0.344
     1.9410      8     4.530     6.490   0.0704398     0.344
     1.9410      9     4.650     6.500   0.0704398     0.344
     1.9410     10     4.650     6.500   0.0704398     0.344
     1.9410     11     5.477     6.486   0.0704398     0.344
     1.9410     12     5.585     6.496   0.0764103     0.486
     1.9410     13     5.585     6.496   0.0853099     0.486
     1.9410     14     6.255     6.619   0.0752857     0.486
     1.9410     15     9.268     8.504   0.0752857     0.486
     1.9410     16     9.297     8.515   0.0712695     0.486
     1.9410     17     9.392     8.503   0.0725660     0.486
     1.9410     18    10.901     8.591   0.0725660     0.486
     1.9410     19    13.552     8.917   0.0725660     0.486
     1.9410     20    15.632     9.703   0.0725660     0.486
     1.9790      1   -64.679     8.913   0.0000000     0.000
     1.9790      2   -60.503     8.790   0.0609484     0.110
     1.9790      3   -58.456     8.817   0.1004554     0.110
     1.9790      4   -56.408     8.699   0.0704398     0.110
     1.9790      5   -54.361     8.752   0.0704398     0.110
     1.9790      6   -50.266     8.662   0.0704398     0.110
     1.9790      7   -48.847     8.741   0.0704398     0.110
     1.9790      8   -48.219     8.884   0.0704398     0.110
     1.9790      9   -46.171     8.708   0.0704398     0.110
     1.9790     10   -44.124     8.678   0.0704398     0.110
     1.9790     11   -43.605     8.682   0.0704398     0.110
     1.9790     12   -38.362     8.621   0.0764103     0.110
     1.9790     13   -35.934     8.744   0.0853099     0.110
     1.9790     14   -33.887     8.522   0.0752857     0.110
     1.9790     15   -29.792     8.641   0.0752857     0.110
     1.9790     16   -22.634     8.325   0.0712695     0.110
     1.9790     17   -19.555     8.302   0.0725660     0.110
     1.9790     18   -14.770     8.487   0.0725660     0.110
     1.9790     19   -13.413     8.475   0.0725660     0.110
     1.9790     20   -12.149     8.303   0.0725660     0.110
     1.9790     21    -9.157     8.359   0.0712695     0.110
     1.9790     22    -8.456     8.356   0.0718745     0.110
     1.9790     23    -6.974     8.378   0.0718745     0.110
     1.9790     24    -2.609     8.209   0.0718745     0.110
     1.9790     25    -0.427     7.846   0.0888108     0.110
     1.9790     26    -0.070     7.850   0.0888108     0.110
     1.9790     27     0.000     7.614   0.0888108     0.110
     1.9790     28     6.844     7.631   0.0888108     0.110
     1.9790     29     7.357     7.183   0.0627911     0.195
     1.9790     30     7.966     6.766   0.0627911     0.195
     1.9790     31     9.188     6.834   0.0627911     0.195
     1.9790     32    11.083     6.937   0.0627911     0.195
     1.9790     33    12.057     7.578   0.0731843     0.113
     1.9790     34    16.089     8.644   0.0693802     0.113
     1.9790     35    16.663     8.633   0.0693802     0.113
     1.9790     36    18.986     8.781   0.0693802     0.113
     1.9790     37    21.011     9.289   0.0693802     0.113
     1.9790     38    23.036    10.373   0.0693802     0.113
